pupilid,tracking,girl,agetest,bottomhalf,percentile,totalscore,act_track
10181029,0,0,10,,,5.735714,0
10181033,0,0,9,,,2.085714,0
10181035,0,0,9,,,8.942858,0
10181039,0,0,10,,,4.985714,0
10181045,0,1,10,,,11.10714,0
10181047,0,1,8,,,4.914286,0
10181051,0,0,9,,,11.67857,0
10181055,0,1,10,,,6.171429,0
10181057,0,1,10,,,,0
10181059,0,1,10,,,29.14286,0
10181061,0,1,10,,,7.371428,0
10181063,0,1,9,,,25.59286,0
10181065,0,1,11,,,,0
10181071,0,1,12,,,19.75714,0
10181073,0,1,11,,,12.22857,0
10181075,0,1,10,,,14.92857,0
10181077,0,1,10,,,23.3,0
10181081,0,1,11,,,2.835714,0
10181085,0,1,10,,,6.035714,0
10181087,0,0,11,,,4.2,0
10181091,0,1,9,,,,0
10201029,1,1,11,0,51.81818,,1
10201030,1,1,12,0,53.63636,0.8571429,1
10201031,1,1,,0,56.36364,,1
10201032,1,0,,0,60,,1
10201033,1,0,10,0,58.18182,26.72143,1
10201034,1,0,11,0,61.81818,10.6,1
10201035,1,1,10,0,62.72727,17.96429,1
10201036,1,1,8,0,64.54546,26.37857,1
10201037,1,1,,0,66.36364,,1
10201038,1,0,11,0,68.18182,26.37143,1
10201039,1,0,,0,70,,1
10201040,1,1,9,0,71.81818,16.70714,1
10201041,1,1,9,0,73.63637,26.37857,1
10201042,1,1,9,0,76.36364,27.76429,1
10201043,1,1,,0,79.09091,,1
10201044,1,0,9,0,78.18182,31.58571,1
10201045,1,1,,0,81.81818,,1
10201046,1,0,12,0,84.54546,29.16429,1
10201047,1,0,9,0,83.63637,22.58571,1
10201048,1,0,11,0,86.36364,24.02857,1
10201049,1,0,10,0,88.18182,21.69286,1
10201050,1,0,9,0,90,36.07857,1
10201051,1,0,11,0,91.81818,27.35714,1
10201052,1,1,8,0,94.54546,26.82143,1
10201053,1,1,10,0,97.27273,24.6,1
10201054,1,1,10,0,96.36364,27.88571,1
10201055,1,1,12,0,99.09091,35.41428,1
