pupilid,tracking,girl,agetest,bottomhalf,percentile,totalscore,act_track
7201036,0,1,10,1,29.59184,12.96429,0
7201038,0,1,8,0,56.12245,21.15714,0
7201042,0,1,10,0,70.40816,23.1,0
7201044,0,1,10,0,80.61224,21.92857,0
7201046,0,1,9,1,9.183675,25.04286,0
7201050,0,1,10,1,1.020408,13.18571,0
7201052,0,1,8,0,97.95918,33.9,0
7201054,0,1,11,0,76.53061,23.72857,0
7201056,0,1,7,1,14.28571,19.61429,0
7201058,0,1,10,0,72.44898,29.6,0
7201062,0,1,10,1,12.2449,8.742857,0
7201064,0,1,,1,45.91837,,0
7201066,0,1,7,1,17.34694,6.971428,0
7201582,0,1,11,0,82.65306,37.35714,0
7221002,0,0,10,1,25.89285,9.021429,0
7221004,0,0,9,0,50.89286,6.9,0
7221006,0,0,10,0,97.32143,27.64286,0
7221008,0,0,12,0,76.78571,4.8,0
7221010,0,0,10,1,48.21429,7.285714,0
7221012,0,0,10,1,16.96428,0.15,0
7221014,0,0,9,0,93.75,13.91429,0
7221015,0,0,10,0,88.39286,32.57143,0
7221016,0,0,10,1,35.71429,,0
7221020,0,0,8,0,69.64286,14.48571,0
7221022,0,0,9,1,15.17857,3.564286,0
7221026,0,0,7,1,0.8928537,3,0
7221028,0,0,7,0,99.10714,21.99286,0
7221030,0,1,7,1,7.142854,3.285714,0
7221036,0,1,9,0,76.78571,8.857142,0
7221038,0,1,9,1,27.67857,10.13571,0
7221040,0,1,9,0,95.53571,26.62143,0
7221042,0,1,10,0,80.35714,18.78571,0
7221044,0,1,8,0,83.03571,,0
7221046,0,1,8,,,16.22857,0
7221048,0,1,,0,62.5,,0
7221050,0,1,,1,22.32143,,0
7221052,0,1,,1,21.42857,,0
7221054,0,1,11,0,58.92857,12.9,0
7221056,0,1,9,1,5.357141,3.6,0
7221057,0,0,,1,3.571427,,0
7221058,0,1,,1,48.21429,,0
7221059,0,1,8,1,35.71429,5.2,0
7221587,0,0,9,1,24.10715,6.757143,0
7221592,0,1,9,1,48.21429,9.2,0
7221595,0,0,11,1,19.64285,5.171429,0
7231001,1,0,7,1,0.4504502,9.785714,1
7231002,1,0,8,1,1.351351,0,1
7231005,1,0,10,1,5.405402,6.4,1
7231007,1,1,7,1,6.756759,1.528571,1
7231009,1,0,11,1,7.657659,2.3,1
7231010,1,1,7,1,8.558559,,1
7231014,1,1,8,1,12.61261,1.45,1
7231015,1,0,9,1,13.96396,0,1
7231017,1,1,9,1,14.86486,7.392857,1
7231018,1,1,12,1,16.21622,,1
7231019,1,0,12,1,17.56757,,1
7231020,1,0,10,1,17.11712,16.05,1
7231023,1,0,9,1,20.27027,9.25,1
7231024,1,0,8,1,21.17117,,1
7231027,1,1,8,1,24.77478,10.6,1
7231028,1,0,10,1,24.32432,6.207143,1
7231030,1,1,9,1,26.57658,17.05,1
7231031,1,1,10,1,27.92793,5,1
7231036,1,0,11,1,31.98198,19.95714,1
7231037,1,0,9,1,32.88288,9.128572,1
7231039,1,0,9,1,34.68468,14.25714,1
7231040,1,1,10,1,36.03604,18.15,1
7231042,1,0,10,1,36.93694,15.21429,1
7231043,1,0,10,1,38.28829,0.85,1
7231045,1,0,,1,40.99099,,1
7231046,1,1,9,1,40.54054,12.42857,1
7231049,1,0,8,1,42.79279,13.9,1
7231050,1,0,12,1,44.14414,5.2,1
7231052,1,0,7,1,45.04505,6.1,1
7231056,1,1,8,1,50,18.54286,1
7251001,1,1,10,1,6.140351,,1
7251002,1,0,7,1,7.894736,4.192857,1
7251003,1,0,7,1,9.649122,7.992857,1
7251004,1,0,11,1,11.40351,30.71429,1
7251005,1,0,10,1,13.15789,,1
7251006,1,1,10,1,14.91228,25.92143,1
7251007,1,1,9,1,16.66666,3.071429,1
7251008,1,0,12,1,18.42105,,1
7251009,1,1,7,1,20.17543,29.89286,1
7251010,1,0,7,1,22.80701,1.2,1
7251011,1,1,,1,25.43859,,1
7251012,1,0,10,1,24.56141,3.3,1
7251013,1,1,7,1,28.07018,17.15,1
7251014,1,0,,1,30.70176,,1
7251015,1,1,8,1,29.82456,5.792857,1
7251016,1,1,10,1,32.45613,12.17143,1
7251017,1,1,9,1,34.21053,21.6,1
7251018,1,0,,1,35.96491,,1
7251019,1,1,10,1,37.7193,15.78571,1
7251020,1,1,12,1,39.47369,4,1
7251021,1,1,7,1,41.22807,,1
7251022,1,1,8,1,42.98246,15.94286,1
7251023,1,1,10,1,44.73684,22.73571,1
7251024,1,1,9,1,46.49123,30.35714,1
7251025,1,1,10,1,49.1228,21.99286,1
7251026,1,1,7,0,51.75439,13.67857,0
7251027,1,0,8,0,50.87719,28.37857,0
7251055,1,0,,1,5.263156,,1
7251056,1,0,,1,5.263156,,1
7321033,0,0,8,1,49.13793,8.821428,0
7321034,0,0,10,0,54.31034,9.5,0
7321035,0,0,9,0,71.55172,6.2,0
7321036,0,0,10,1,18.96552,7.55,0
7321037,0,0,10,1,42.24138,,0
7321038,0,0,9,0,88.79311,7.621428,0
7321039,0,0,10,0,51.72414,,0
7321040,0,0,12,0,99.13793,5.628572,0
7321041,0,0,10,0,90.51724,20.95714,0
7321042,0,0,11,1,34.48276,1.028571,0
7321043,0,0,11,0,65.51724,6.5,0
7321044,0,0,8,1,19.82759,29.55,0
7321045,0,0,11,1,17.24138,5.771429,0
7321047,0,1,11,0,87.06897,12.21429,0
7321048,0,1,10,0,60.34483,19.08571,0
7321049,0,1,10,1,9.482759,5.05,0
7321051,0,1,10,0,97.4138,9.942858,0
7321052,0,1,9,1,32.75862,,0
7321053,0,1,,0,62.93104,,0
7321054,0,1,8,0,67.24138,4.8,0
7321056,0,1,8,0,51.72414,4.757143,0
7321057,0,1,8,1,35.34483,8.45,0
7321058,0,1,9,1,27.58621,,0
7321059,0,1,8,1,23.27586,5.057143,0
7321060,0,1,9,0,85.34483,18.27143,0
7321061,0,1,8,1,21.55172,,0
7321062,0,1,8,0,60.34483,10.8,0
7341035,1,0,11,0,52.94118,17.77143,1
7341036,1,1,9,0,51.47059,7.85,1
7341037,1,0,12,0,55.88235,18,1
7341038,1,0,8,0,54.41177,12.05714,1
7341039,1,1,9,0,58.82353,,1
7341041,1,1,8,0,61.02941,33.62857,1
7341042,1,0,10,0,60.29412,12.88571,1
7341043,1,1,8,0,63.23529,15.9,1
7341045,1,0,12,0,64.70588,,1
7341046,1,0,9,0,69.85294,14.11429,1
7341047,1,1,12,0,75.73529,6.492857,1
7341048,1,1,9,0,73.52941,33.3,1
7341049,1,0,8,0,73.52941,25.76429,1
7341050,1,0,10,0,73.52941,8.571428,1
7341051,1,1,10,0,73.52941,12.41429,1
7341052,1,1,8,0,77.94118,20.6,1
7341053,1,0,10,0,77.94118,25.1,1
7341054,1,1,7,0,79.41177,32.4,1
7341056,1,0,7,0,80.88235,,1
7341057,1,1,8,0,83.08823,19.55714,1
7341058,1,0,10,0,84.55882,35.02857,1
7341059,1,1,7,0,86.7647,36.4,1
7341060,1,1,7,0,88.97059,,1
7341061,1,1,9,0,88.23529,27.02857,1
7341062,1,0,13,0,90.44118,15.08571,1
7341064,1,1,9,0,93.38235,31.10714,1
7341065,1,0,10,0,94.85294,,1
7341066,1,0,10,0,96.32353,35.75714,1
7341067,1,0,10,0,97.79412,34.82143,1
7341068,1,0,8,0,99.26471,32.67143,1
7351049,1,0,8,0,52.15054,4,1
7351051,1,0,11,0,54.30108,10,1
7351052,1,1,9,0,55.91398,21.68571,1
7351053,1,1,9,0,58.06451,24.71429,1
7351054,1,0,9,0,56.98925,3.728571,1
7351056,1,0,11,0,59.13979,,1
7351058,1,1,8,0,62.36559,21.65,1
7351059,1,0,9,0,63.97849,14.82857,1
7351060,1,0,9,0,63.44086,15.22857,1
7351061,1,1,9,0,65.05376,13.15714,1
7351062,1,0,10,0,66.12903,19.51429,1
7351063,1,1,8,0,67.74194,24.85714,1
7351066,1,1,10,0,72.04301,16.45714,1
7351067,1,0,9,0,70.96774,29.43571,1
7351068,1,1,8,0,74.19355,25.03571,1
7351069,1,1,8,0,73.11828,6.857143,1
7351072,1,0,10,0,76.88172,16.81429,1
7351073,1,1,8,0,77.95699,25.5,1
7351075,1,1,10,0,81.18279,27.58571,1
7351076,1,0,10,0,80.64516,36.27857,1
7351077,1,1,9,0,82.25806,38.85,1
7351078,1,1,8,0,84.4086,,1
7351079,1,1,9,0,87.09677,23.51429,1
7351080,1,0,,0,86.02151,,1
7351086,1,1,10,0,91.93549,18,1
7351087,1,1,8,0,93.01075,29.32857,1
7351088,1,1,8,0,94.08602,27.12857,1
7351090,1,1,8,0,96.23656,,1
7351092,1,0,9,0,98.3871,27.44286,1
7351093,1,1,9,0,99.46236,36.84286,1
7391001,0,0,12,1,47.56098,12.72857,0
7391003,0,0,10,1,25.60976,5.4,0
7391005,0,0,11,0,64.63415,19.05714,0
7391007,0,0,8,1,18.29268,,0
7391009,0,0,8,1,6.097561,0,0
7391011,0,0,8,1,42.68293,29.13571,0
7391013,0,0,9,1,40.2439,,0
7391015,0,0,10,1,50,21.77857,0
7391017,0,1,10,1,23.17073,35.57857,0
7391019,0,1,7,1,35.36586,,0
7391021,0,1,7,1,8.536589,,0
7391023,0,1,13,0,59.7561,26.25,0
7391025,0,1,10,0,62.19512,16.77143,0
7391027,0,1,8,1,28.04878,,0
7391029,0,1,8,1,4.87805,2.6,0
7391031,0,1,8,1,2.439022,0.8571429,0
7391033,0,1,10,0,84.14634,12.92857,0
7391035,0,1,11,1,30.48781,,0
7391037,0,1,10,0,69.51219,32.88572,0
7391039,0,1,8,0,89.02439,22.22857,0
7391041,0,1,12,0,86.58537,8.914286,0
7401002,1,0,,1,1.376146,,1
7401003,1,0,,1,2.293575,,1
7401004,1,1,,1,3.21101,,1
7401006,1,0,8,1,5.045867,2,1
7401009,1,0,10,1,7.798165,,1
7401011,1,0,,1,9.633028,,1
7401013,1,0,8,1,11.46789,10.37143,1
7401014,1,0,,1,12.38532,,1
7401016,1,1,9,1,14.22018,3.75,1
7401017,1,0,8,1,15.13761,10.48571,1
7401018,1,0,9,1,16.05505,15.47143,1
7401019,1,0,6,1,16.97248,0,1
7401020,1,1,8,1,17.8899,,1
7401024,1,1,8,1,21.55963,10.78571,1
7401026,1,0,,1,26.14679,,1
7401028,1,1,7,1,25.68808,18.99286,1
7401030,1,1,7,1,27.06422,2.028572,1
7401031,1,0,8,1,27.98165,,1
7401033,1,0,9,1,29.81651,5.05,1
7401035,1,0,9,1,32.1101,5,1
7401036,1,1,7,1,33.48624,,1
7401038,1,0,,1,34.40367,,1
7401040,1,1,,1,37.15596,,1
7401041,1,0,10,1,36.69725,7.671429,1
7401042,1,1,7,1,38.53211,15.52857,1
7401046,1,0,,1,42.20184,,1
7401047,1,1,,1,42.20184,,1
7401049,1,1,11,1,44.49541,1.75,1
7401050,1,1,10,1,45.41285,15.11429,1
7401051,1,1,9,1,46.78899,27.5,1
7401053,1,1,12,1,47.70642,9.4,1
7671001,0,0,9,,,33.09286,0
7671003,0,0,8,,,12.70714,0
7671005,0,0,8,,,,0
7671009,0,0,8,,,12.2,0
7671013,0,0,10,,,13.05714,0
7671015,0,0,8,,,32.54285,0
7671017,0,0,,,,,0
7671019,0,0,8,,,9.564285,0
7671021,0,0,9,,,,0
7671023,0,0,11,,,13.03571,0
7671025,0,0,8,,,19.31429,0
7671029,0,1,,,,,0
7671031,0,1,7,,,23.81429,0
7671035,0,1,7,,,1.8,0
7671037,0,1,7,,,10.43571,0
7671039,0,1,,,,,0
7671041,0,1,9,,,19.51429,0
7671045,0,1,8,,,35.54286,0
7671047,0,1,7,,,,0
7691001,0,0,10,0,69.17808,11.31429,0
7691003,0,0,11,0,62.32877,39.01429,0
7691005,0,0,8,1,36.30138,,0
7691007,0,0,7,1,7.534242,0.5,0
7691011,0,0,9,0,99.31507,24.11428,0
7691017,0,0,10,1,44.52055,13.7,0
7691019,0,0,6,1,19.86301,4.114285,0
7691021,0,0,8,1,10.9589,0.25,0
7691029,0,0,10,1,47.26027,9.285714,0
7691033,0,1,10,0,84.9315,33.02857,0
7691035,0,1,7,0,65.06849,16.29286,0
7691039,0,1,10,0,86.98631,23.75714,0
7691041,0,1,6,1,6.164384,4,0
7691045,0,1,8,0,54.10959,3.485714,0
7691047,0,1,8,1,14.38357,1.371429,0
7691049,0,1,10,0,91.09589,12.94286,0
7691051,0,1,9,0,52.73973,10.65714,0
7691055,0,1,10,0,81.50685,19.81429,0
7691057,0,1,,1,30.82192,,0
7691059,0,0,6,,,0,0
7691061,0,0,10,0,93.83562,27.31429,0
7691063,0,0,10,0,83.56165,26.27143,0
7691065,0,0,8,1,39.0411,16.05714,0
7691067,0,0,9,0,51.36987,15.44286,0
7691069,0,0,,1,21.23288,,0
7691074,0,1,7,1,18.49315,0.5,0
7691076,0,1,10,0,92.46575,31.22857,0
7691585,0,1,8,0,63.69863,9.757143,0
7691588,0,1,8,1,25.34246,5.885714,0
7701002,0,0,10,1,35.57693,11.5,0
7701006,0,0,11,0,66.34615,6,0
7701008,0,0,11,0,62.5,7.078571,0
7701010,0,0,13,0,87.5,14.67143,0
7701012,0,0,8,1,47.11539,7.192857,0
7701014,0,0,,0,64.42308,,0
7701016,0,0,8,1,16.34616,0.15,0
7701018,0,0,,0,99.03846,,0
7701020,0,0,10,0,75.96154,29.63572,0
7701022,0,0,,1,29.80769,,0
7701024,0,0,10,0,58.65385,11.87143,0
7701026,0,0,11,1,9.615385,7.457143,0
7701028,0,0,,0,50.96154,,0
7701030,0,0,,0,83.65385,,0
7701032,0,0,8,0,93.26923,,0
7701034,0,0,,1,43.26923,,0
7701037,0,1,8,0,57.69231,14.89286,0
7701039,0,1,10,0,89.42308,30.52143,0
7701041,0,1,9,0,68.26923,8.457143,0
7701045,0,1,7,1,46.15384,9.728571,0
7701047,0,1,11,0,52.88461,9,0
7701049,0,1,10,1,46.15384,1.221429,0
7701051,0,1,10,1,39.42307,0.15,0
7701053,0,1,,1,20.19231,,0
7701055,0,1,,1,32.69231,,0
7701057,0,1,11,0,60.57692,14.5,0
7711001,0,0,7,0,63.81579,22.5,0
7711003,0,0,8,1,34.86842,13.25714,0
7711005,0,0,9,1,23.02631,4,0
7711007,0,0,11,0,55.92105,15.41429,0
7711009,0,0,10,0,76.31579,11.11429,0
7711013,0,0,10,0,93.42105,20.1,0
7711015,0,0,9,0,79.60526,8.828571,0
7711017,0,0,10,0,58.55263,5.942857,0
7711021,0,0,10,1,19.07895,18.08571,0
7711023,0,0,9,1,43.42105,23.44286,0
7711025,0,0,10,0,59.86842,13.65714,0
7711028,0,1,8,1,20.39474,10.6,0
7711032,0,1,8,0,83.55264,31.1,0
7711034,0,1,10,0,78.28947,31.16429,0
7711036,0,1,9,0,96.05264,17.37143,0
7711038,0,1,8,1,36.18422,10,0
7711040,0,1,8,0,55.26316,23.9,0
7711042,0,1,8,1,37.5,26.3,0
7711046,0,1,7,0,65.78947,22.08571,0
7711048,0,1,8,0,57.23684,14.14286,0
7711050,0,1,10,1,28.28947,12.88571,0
7711055,0,1,,1,17.76316,,0
7711057,0,1,8,0,85.52631,28.51429,0
7711059,0,0,10,1,50,5.171429,0
7711060,0,0,9,0,70.39474,19.35714,0
7711063,0,0,7,1,32.23684,18.15714,0
7711064,0,0,9,1,1.973689,0.15,0
7711065,0,0,8,0,71.71053,34.85714,0
7711067,0,0,11,1,11.18422,2.05,0
7711070,0,1,8,0,85.52631,13.99286,0
7711071,0,1,,1,44.07895,,0
7711072,0,0,10,0,73.68421,23.22143,0
7711510,0,0,8,1,3.289473,2.8,0
7711513,0,1,,0,90.78947,,0
7771002,0,0,6,1,47.09302,5.5,0
7771006,0,0,10,0,98.25581,13.62857,0
7771009,0,0,9,1,18.02326,4,0
7771011,0,0,8,1,4.069769,0.95,0
7771013,0,0,8,1,22.67442,23.47857,0
7771015,0,0,7,0,70.34884,25.29286,0
7771017,0,0,10,1,45.34883,21.14286,0
7771018,0,0,9,1,42.44186,32.46429,0
7771022,0,0,10,0,52.90698,9.842857,0
7771030,0,0,8,1,20.93023,10.8,0
7771038,0,0,7,0,69.18605,8.878572,0
7771040,0,0,,0,76.16279,,0
7771042,0,0,9,0,66.86047,20.71429,0
7771054,0,0,9,0,84.30232,19.54286,0
7771061,0,1,,1,8.720928,,0
7771063,0,1,,1,46.51163,11.22143,0
7771067,0,1,8,1,5.232561,1,0
7771073,0,1,,1,29.65117,,0
7771081,0,1,9,1,41.27907,15.42857,0
7771087,0,1,10,0,94.76744,23.82857,0
7771089,0,1,,0,78.48837,12.44286,0
7771091,0,1,,0,51.74419,,0
7771094,0,0,11,1,23.83721,10.17857,0
7771120,0,0,,1,27.32558,,0
7771523,0,1,6,1,11.04651,6.457143,0
7781004,1,0,11,1,2.380955,2.414286,1
7781006,1,1,,1,3.968251,,1
7781010,1,0,,1,7.936507,,1
7781013,1,1,7,1,10.31746,3.857143,1
7781014,1,1,9,1,9.523809,0.3428572,1
7781016,1,0,10,1,12.69841,9.114285,1
7781020,1,0,11,1,14.28571,7.271429,1
7781022,1,,8,1,16.66666,12.12857,1
7781024,1,0,,1,18.25397,,1
7781026,1,0,10,1,19.84127,18.44286,1
7781028,1,0,10,1,22.22222,15.50714,1
7781030,1,1,10,1,24.60318,5.742857,1
7781032,1,0,10,1,23.80952,0,1
7781034,1,1,,1,26.19047,,1
7781036,1,0,9,1,27.77778,2.75,1
7781038,1,1,8,1,30.15873,28.56429,1
7781039,1,1,8,1,32.53968,8.942858,1
7781042,1,0,12,1,31.74603,9.942858,1
7781044,1,1,10,1,34.12698,5.978571,1
7781046,1,0,10,1,35.71428,13.78571,1
7781048,1,1,8,1,38.09524,22.5,1
7781051,1,0,10,1,40.47619,2.514286,1
7781052,1,1,9,1,39.68254,17.20714,1
7781054,1,0,11,1,42.06349,18.88572,1
7781056,1,1,11,1,43.65079,14.92857,1
7781058,1,1,9,1,46.8254,27.88571,1
7781059,1,1,8,1,50,10.43571,1
7781062,1,0,12,1,49.20634,21.72143,1
7781064,1,0,10,1,49.20634,11.75,1
7781090,1,0,,0,70.63492,,0
7781120,1,1,,0,94.44444,,0
7861001,0,0,7,1,0.8064508,3.15,0
7861003,0,0,8,1,4.03226,0,0
7861005,0,0,8,1,7.258063,20.08571,0
7861007,0,0,7,1,10.48387,2.114286,0
7861009,0,0,10,1,13.70968,24.9,0
7861011,0,0,10,1,16.93549,6.2,0
7861013,0,0,7,1,20.16129,1.35,0
7861015,0,0,9,1,23.3871,11.81429,0
7861019,0,0,10,1,29.83871,31.57143,0
7861021,0,0,10,1,33.06451,10.99286,0
7861023,0,0,10,1,36.29033,2.657143,0
7861025,0,0,10,1,39.51613,2.157143,0
7861027,0,0,9,1,42.74194,15.15714,0
7861029,0,0,,1,45.96774,,0
7861031,0,0,7,1,49.19355,4.371428,0
7861033,0,0,10,0,52.41936,25.08571,0
7861035,0,1,7,0,55.64516,1.628571,0
7861037,0,1,10,0,60.48387,2.685714,0
7861039,0,1,9,0,62.09678,29.19286,0
7861041,0,1,13,0,65.32258,39,0
7861043,0,1,10,0,68.54839,20.92857,0
7861045,0,1,11,0,71.77419,27.77143,0
7861049,0,1,,0,78.22581,,0
7861051,0,1,9,0,81.45161,29.94286,0
7861053,0,1,7,0,84.67742,4.15,0
7861055,0,1,,0,87.90323,,0
7861057,0,1,9,0,91.12904,3.264286,0
7861059,0,1,8,0,94.35484,15.51429,0
7861061,0,1,8,0,97.58064,13.5,0
7891036,1,0,8,0,52.14286,18.84286,1
7891037,1,1,10,0,51.42857,7.678571,1
7891038,1,0,11,0,53.57143,4.514286,1
7891039,1,0,9,0,55,19.93571,1
7891040,1,0,9,0,56.42857,13.3,1
7891042,1,1,9,0,59.28571,16.85714,1
7891043,1,1,9,0,60.71429,,1
7891044,1,1,8,0,62.14286,2.657143,1
7891045,1,1,9,0,63.57143,10.87143,1
7891046,1,0,10,0,65,7.4,1
7891047,1,1,9,0,66.42857,11.76429,1
7891048,1,0,12,0,67.85714,1,1
7891049,1,1,10,0,69.28571,11.82143,1
7891050,1,1,10,0,70.71428,3.885714,1
7891052,1,0,10,0,73.57143,12.36429,1
7891053,1,1,9,0,75,11.45714,1
7891054,1,0,10,0,76.42857,,1
7891055,1,1,9,0,77.85714,23.34286,1
7891056,1,0,10,0,79.28571,,1
7891057,1,0,10,0,80.71429,,1
7891058,1,1,10,0,82.14286,,1
7891060,1,1,10,0,85,29.23571,1
7891061,1,1,10,0,86.42857,,1
7891062,1,0,11,0,87.85714,,1
7891063,1,1,11,0,89.28571,12.48571,1
7891065,1,0,11,0,92.85714,17.30714,1
7891066,1,0,10,0,95,16.79286,1
7891067,1,0,10,0,94.28571,,1
7891068,1,1,9,0,96.42857,29.95,1
7891069,1,,10,0,97.85714,26.19286,1
7891070,1,0,9,0,99.28571,34.47857,1
7901001,1,0,8,1,1.724136,4.5,1
7901002,1,0,11,1,4.310346,1,1
7901003,1,0,,1,3.448278,,1
7901004,1,0,6,1,6.034482,8.742857,1
7901005,1,1,,1,8.620691,,1
7901006,1,0,8,1,11.20689,9.799999,1
7901007,1,0,7,1,10.34483,0.8,1
7901008,1,0,8,1,12.93104,10,1
7901009,1,1,,1,14.65517,,1
7901010,1,0,8,1,16.37931,2.5,1
7901011,1,0,10,1,18.10345,7.185714,1
7901012,1,1,8,1,19.82759,3.992857,1
7901013,1,0,8,1,21.55172,4.085714,1
7901014,1,1,8,1,24.13793,4.571428,1
7901015,1,0,10,1,26.72414,2.885714,1
7901016,1,0,11,1,25.86207,9.5,1
7901017,1,0,9,1,28.44828,10.2,1
7901018,1,1,7,1,30.17241,0.9,1
7901019,1,1,9,1,32.75862,0.6,1
7901020,1,1,6,1,35.34483,5.114285,1
7901021,1,0,9,1,34.48276,3.9,1
7901022,1,0,11,1,37.06896,10.52857,1
7901023,1,0,9,1,38.79311,11.5,1
7901024,1,1,,1,40.51724,,1
7901025,1,0,8,1,42.24138,,1
7901026,1,1,9,1,43.96552,11.22857,1
7901027,1,0,,1,45.68966,,1
7901028,1,1,10,1,47.41379,13.04286,1
7901029,1,0,,1,49.13793,,1
7931002,0,0,10,0,90.57971,33.56429,0
7931004,0,0,,1,41.30435,,0
7931006,0,0,8,0,53.62319,6.321428,0
7931008,0,0,9,1,39.13044,7.285714,0
7931010,0,0,,1,23.18841,0,0
7931012,0,0,11,0,74.63768,28.85,0
7931016,0,0,8,1,48.55072,7.2,0
7931018,0,0,11,1,23.18841,0,0
7931020,0,0,,0,94.92754,,0
7931028,0,0,8,1,23.18841,2.692857,0
7931030,0,0,11,0,53.62319,9.878572,0
7931032,0,0,8,1,23.18841,2.7,0
7931034,0,0,,1,39.13044,2.55,0
7931037,0,1,,0,84.05797,,0
7931039,0,1,9,0,96.37681,23.34286,0
7931043,0,1,10,,,3,0
7931045,0,1,,1,23.18841,0,0
7931047,0,1,7,1,23.18841,12.71429,0
7931051,0,1,9,1,23.18841,6.257143,0
7931053,0,1,7,1,23.18841,1.5,0
7931055,0,1,10,1,29.71014,25.72143,0
7931059,0,1,9,0,82.6087,20.76429,0
7931061,0,1,8,0,79.71014,25.63572,0
7931065,0,1,9,0,97.82609,23.57857,0
7931067,0,1,,0,53.62319,,0
7931073,0,1,10,0,53.62319,20.50714,0
7931572,0,0,11,0,59.42029,20.38572,0
7931576,0,0,8,1,43.47826,,0
7951001,0,0,14,1,9.375,2.457143,0
7951003,0,0,7,1,31.25,12.27143,0
7951005,0,0,9,1,43.125,4.2,0
7951009,0,0,9,1,36.25,7.5,0
7951011,0,0,9,1,48.75,15.94286,0
7951013,0,0,8,0,92.5,37.84286,0
7951015,0,0,10,0,91.25,32.25714,0
7951017,0,0,7,1,26.875,5.557143,0
7951021,0,0,7,1,20.625,0,0
7951025,0,0,7,1,25.625,2.6,0
7951035,0,0,10,1,50,0,0
7951039,0,0,8,0,83.75,7.871428,0
7951043,0,0,10,0,94.375,18.02857,0
7951047,0,0,10,1,19.375,0.9,0
7951049,0,0,10,0,70.625,12.64286,0
7951053,0,0,9,1,13.75,16.75714,0
7951054,0,1,9,1,38.75,2.164286,0
7951056,0,1,9,1,45.625,13.34286,0
7951058,0,1,7,1,46.875,8.028572,0
7951060,0,1,10,1,18.125,4,0
7951062,0,1,,0,99.375,,0
7951066,0,1,8,1,6.875002,2,0
7951068,0,1,8,1,32.5,2,0
7951070,0,1,7,1,2.499998,8.657143,0
7951072,0,1,7,1,16.875,10.55714,0
7951074,0,1,8,0,54.375,16.51429,0
7951080,0,1,9,0,66.25,22.61429,0
7951082,0,1,12,0,73.125,8.242857,0
7951083,0,1,10,1,38.75,19.07143,0
7951085,0,1,10,0,56.875,13.3,0
7951087,0,1,,0,71.875,,0
8561042,1,1,10,0,54.32099,13.78571,1
8561043,1,1,8,0,53.08642,6.907143,1
8561045,1,0,9,0,56.79013,26.10714,1
8561046,1,0,11,0,55.55555,13.77143,1
8561047,1,0,10,0,59.87654,6.657143,1
8561048,1,1,11,0,58.02469,9.364285,1
8561049,1,1,10,0,62.34568,15.95714,1
8561050,1,1,10,0,61.72839,,1
8561051,1,0,10,0,61.72839,15.61429,1
8561052,1,1,10,0,63.58025,1.25,1
8561055,1,0,10,0,66.66666,11.05,1
8561056,1,1,12,0,70.98766,14.43571,1
8561057,1,1,8,0,69.1358,,1
8561059,1,1,11,0,72.83951,30.68571,1
8561060,1,1,11,0,72.83951,18.33571,1
8561061,1,1,9,0,75.92593,10.07143,1
8561062,1,1,10,0,75.30864,2.285714,1
8561063,1,1,10,0,77.16049,10.17143,1
8561064,1,1,11,0,79.01234,,1
8561065,1,0,10,0,80.8642,,1
8561066,1,1,11,0,80.24691,9.092857,1
8561067,1,0,10,0,83.33334,8.078571,1
8561068,1,0,11,0,86.41975,32.12857,1
8561070,1,1,10,0,85.18519,16.48571,1
8561072,1,1,9,0,87.65432,9,1
8561073,1,1,9,0,89.50617,15.02143,1
8561074,1,0,9,0,91.35802,,1
8561075,1,0,10,0,92.59259,30.15,1
8561076,1,1,10,0,93.20988,14.93571,1
8561077,1,0,12,0,95.06173,,1
8561078,1,1,10,0,96.91358,10.40714,1
8561079,1,1,9,0,96.2963,,1
8571001,0,0,9,0,50.98039,2.771429,0
8571003,0,1,8,0,85.29412,8.007143,0
8571004,0,0,9,0,76.47059,,0
8571006,0,1,9,1,42.15686,1,0
8571008,0,0,8,0,97.05882,13.72143,0
8571011,0,1,9,1,22.54902,13.17857,0
8571013,0,1,8,0,54.90196,2.735714,0
8571015,0,1,11,1,10.78432,0,0
8571017,0,0,9,1,4.901958,3.514286,0
8571018,0,1,8,1,30.39216,10.29286,0
8571021,0,0,8,1,49.0196,,0
8571023,0,0,8,0,81.37255,10.28571,0
8571025,0,0,8,0,57.84314,7.25,0
8571026,0,1,8,1,20.58823,2.821429,0
8571028,0,0,10,0,95.09804,9.107143,0
8571030,0,1,9,1,6.862748,1,0
8571032,0,0,9,1,17.64706,4.857143,0
8571036,0,0,9,0,90.19608,6.857143,0
8571038,0,0,9,0,72.54902,,0
8571040,0,1,7,1,33.33333,4.114285,0
8571043,0,1,9,1,2.941179,3.564286,0
8571044,0,0,10,1,41.17647,5.1,0
8571046,0,0,8,1,0.9803891,,0
8571048,0,1,9,0,78.43137,6.928572,0
8571050,0,0,,1,14.70588,,0
8581001,1,0,10,1,4.469275,3,1
8581003,1,1,8,1,4.748607,0.2571429,1
8581007,1,1,9,1,4.469275,3.685714,1
8581008,1,0,9,1,4.469275,5.55,1
8581011,1,1,13,1,5.86592,0.4714286,1
8581015,1,0,9,1,8.100557,10.75,1
8581022,1,0,12,1,12.01117,4.414286,1
8581024,1,0,13,1,13.68715,5.514286,1
8581026,1,0,10,1,14.24581,0.0857143,1
8581028,1,0,13,1,15.36313,1.05,1
